term,oddsratio,pvalue,qvalue,zscore,combined_score,shared,n_shared
PRODH,7.6923076923076925,0.14116445617728643,0.8644642411618588,-0.49367400494876734,0.9665296351288223,['Bradyrhizobium'],1
PTGS2,2.197802197802198,0.26214751948385306,0.9771643769745944,-0.720200487128572,0.9642388969586648,"['Gardnerella', 'Streptomyces']",2
NAGS,3.663003663003663,0.2611935117887198,0.9764385353496909,-0.7157592093573937,0.9609022449550797,['Streptomyces'],1
CD2,2.331002331002331,0.3719407872118719,1.0,-0.9705779196967305,0.9599215676858527,['Gardnerella'],1
TRAF3,4.8076923076923075,0.20902739048369404,0.9020443763826529,-0.5996862443677989,0.938682869847563,['Streptomyces'],1
PI3,3.2051282051282053,0.2907141080406459,1.0,-0.7588636237783601,0.9375114592425593,['Gardnerella'],1
ALK,1.7482517482517483,0.4579255396360414,1.0,-1.1966970909899917,0.934678689618803,['Streptomyces'],1
HLA-G,8.547008547008547,0.12925980507509166,0.8582845434050761,-0.4294093934325163,0.8785419498462377,['Gardnerella'],1
CYP2D6,11.834319526627219,0.018709133255976756,0.8582845434050761,-0.21290159333618788,0.8470808231625501,"['Streptomyces', 'Agrobacterium']",2
CLPB,2.051282051282051,0.286794255334785,1.0,-0.6736510034208439,0.8413835019446323,"['Streptomyces', 'Agrobacterium']",2
MMP8,3.3444816053511706,0.28101683998590665,1.0,-0.6501814500714886,0.8253017656921907,['Gardnerella'],1
ABCG2,7.6923076923076925,0.038321427196130124,0.8582845434050761,-0.24309847760958203,0.7929255069841388,"['Gardnerella', 'Streptomyces']",2
MSRA,2.197802197802198,0.3886010222985796,1.0,-0.8326028095119188,0.7869779334418217,['Streptomyces'],1
ERH,6.993006993006993,0.15289489287365052,0.8738792543800648,-0.3954054921045433,0.7425733205218085,['Streptomyces'],1
PDF,5.128205128205129,0.19812816161259564,0.9003279711441625,-0.4327483050551844,0.7005507754188536,['Streptomyces'],1
CCR2,2.262443438914027,0.3803308911991827,1.0,-0.7018861976061036,0.6785229601429582,['Gardnerella'],1
MTR,3.076923076923077,0.30027137703684337,1.0,-0.5402752814362806,0.6499882389315387,['Streptomyces'],1
GJB2,15.384615384615385,0.07984310137714944,0.8582845434050761,-0.25444676877054306,0.6431630116776775,['Streptomyces'],1
EPCAM,15.384615384615385,0.0021746151934147412,0.6991387846828393,-0.10456974601047617,0.6411070273165984,"['Kocuria', 'Streptomyces', 'Agrobacterium']",3
IL2,2.6525198938992043,0.33714301512029915,1.0,-0.5895441652986592,0.6409807508546698,['Gardnerella'],1
HOPX,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.2677809176865692,0.6375439886020026,['Agrobacterium'],1
NGF,3.2051282051282053,0.2907141080406459,1.0,-0.5134334235298169,0.6343033228035299,['Streptomyces'],1
TLR9,2.4813895781637716,0.2225454293945274,0.9114874739678468,-0.40859396555884203,0.613963107550998,"['Gardnerella', 'Agrobacterium']",2
TLR6,3.4965034965034967,0.13544498247968198,0.8644642411618588,-0.30324296432186626,0.606240227389366,"['Gardnerella', 'Streptomyces']",2
HMGB1,2.197802197802198,0.3886010222985796,1.0,-0.6356808245228962,0.6008468574648267,['Streptomyces'],1
ARAF,5.4945054945054945,0.1870678603935078,0.9003279711441625,-0.34695483978647756,0.5815947905024377,['Streptomyces'],1
TOX,2.6525198938992043,0.33714301512029915,1.0,-0.5301537242997774,0.5764086090105246,['Streptomyces'],1
HBB,4.273504273504273,0.23035258867772176,0.9114874739678468,-0.37850843595160144,0.5557049458333053,['Gardnerella'],1
BACE1,5.128205128205129,0.19812816161259564,0.9003279711441625,-0.3390778927620506,0.5489132549497888,['Streptomyces'],1
TNF,2.3547880690737832,0.11071893753425786,0.8582845434050761,-0.2487890598849832,0.547525106750608,"['Gardnerella', 'Thalassospira', 'Bradyrhizobium', 'Streptomyces', 'Agrobacterium', 'Kocuria']",6
NIFK,3.3444816053511706,0.28101683998590665,1.0,-0.4197093093181743,0.5327541012122896,['Bradyrhizobium'],1
CXCR3,2.262443438914027,0.3803308911991827,1.0,-0.5095147138726066,0.4925548230929154,['Gardnerella'],1
